id,prob
100001,0.9108900882091507
100002,0.9108900882091507
100003,0.9108900882091507
100004,0.13689319111909928
100005,0.9108900882091507
100006,0.13689319111909928
100007,0.9108900882091507
100008,0.9108900882091507
100009,0.9108900882091507
100010,0.9108900882091507
100011,0.13689319111909928
100012,0.9108900882091507
100013,0.13689319111909928
100014,0.22764838512257848
100015,0.9108900882091507
100016,0.9108900882091507
100017,0.13689319111909928
100018,0.9108900882091507
100019,0.741562198108865
100020,0.9108900882091507
100021,0.741562198108865
100022,0.9108900882091507
100023,0.9108900882091507
100024,0.9108900882091507
100025,0.13689319111909928
100026,0.9108900882091507
100027,0.9108900882091507
100028,0.9108900882091507
100029,0.9108900882091507
100030,0.22764838512257848
100031,0.9108900882091507
100032,0.22764838512257848
100033,0.9108900882091507
100034,0.9108900882091507
100035,0.22764838512257848
100036,0.9108900882091507
100037,0.9108900882091507
100038,0.13689319111909928
100039,0.9108900882091507
100040,0.13689319111909928
100041,0.9108900882091507
100042,0.9108900882091507
100043,0.9108900882091507
100044,0.9108900882091507
100045,0.22764838512257848
100046,0.9108900882091507
100047,0.9108900882091507
100048,0.9108900882091507
100049,0.9108900882091507
100050,0.22764838512257848
100051,0.9108900882091507
100052,0.13689319111909928
100053,0.22764838512257848
100054,0.22764838512257848
100055,0.9108900882091507
100056,0.9108900882091507
100057,0.9108900882091507
100058,0.9108900882091507
100059,0.22764838512257848
100060,0.9108900882091507
100061,0.9108900882091507
100062,0.22764838512257848
100063,0.9108900882091507
100064,0.9108900882091507
100065,0.9108900882091507
100066,0.22764838512257848
100067,0.13689319111909928
100068,0.9108900882091507
100069,0.9108900882091507
100070,0.9108900882091507
100071,0.9108900882091507
100072,0.9108900882091507
100073,0.9108900882091507
100074,0.9108900882091507
100075,0.9108900882091507
100076,0.9108900882091507
100077,0.9108900882091507
100078,0.741562198108865
100079,0.9108900882091507
100080,0.9108900882091507
100081,0.22764838512257848
100082,0.9108900882091507
100083,0.9108900882091507
100084,0.13689319111909928
100085,0.9108900882091507
100086,0.22764838512257848
100087,0.13689319111909928
100088,0.741562198108865
100089,0.13689319111909928
100090,0.9108900882091507
100091,0.9108900882091507
100092,0.9108900882091507
100093,0.22764838512257848
100094,0.9108900882091507
100095,0.9108900882091507
100096,0.9108900882091507
100097,0.22764838512257848
100098,0.9108900882091507
100099,0.9108900882091507
100100,0.9108900882091507
100101,0.9108900882091507
100102,0.9108900882091507
100103,0.9108900882091507
100104,0.9108900882091507
100105,0.9108900882091507
100106,0.13689319111909928
100107,0.9108900882091507
100108,0.9108900882091507
100109,0.9108900882091507
100110,0.13689319111909928
100111,0.9108900882091507
100112,0.9108900882091507
100113,0.9108900882091507
100114,0.9108900882091507
100115,0.13689319111909928
100116,0.9108900882091507
100117,0.9108900882091507
100118,0.9108900882091507
100119,0.9108900882091507
100120,0.9108900882091507
100121,0.9108900882091507
100122,0.9108900882091507
100123,0.9108900882091507
100124,0.22764838512257848
100125,0.9108900882091507
100126,0.9108900882091507
100127,0.9108900882091507
100128,0.9108900882091507
100129,0.9108900882091507
100130,0.13689319111909928
100131,0.9108900882091507
100132,0.9108900882091507
100133,0.9108900882091507
100134,0.9108900882091507
100135,0.9108900882091507
100136,0.9108900882091507
100137,0.9108900882091507
100138,0.13689319111909928
100139,0.9108900882091507
100140,0.9108900882091507
100141,0.9108900882091507
100142,0.9108900882091507
100143,0.9108900882091507
100144,0.9108900882091507
100145,0.9108900882091507
100146,0.9108900882091507
100147,0.9108900882091507
100148,0.9108900882091507
100149,0.9108900882091507
100150,0.9108900882091507
100151,0.9108900882091507
100152,0.22764838512257848
100153,0.9108900882091507
100154,0.9108900882091507
100155,0.13689319111909928
100156,0.13689319111909928
100157,0.13689319111909928
100158,0.9108900882091507
100159,0.13689319111909928
100160,0.9108900882091507
100161,0.9108900882091507
100162,0.9108900882091507
100163,0.9108900882091507
100164,0.9108900882091507
100165,0.9108900882091507
100166,0.9108900882091507
100167,0.22764838512257848
100168,0.9108900882091507
100169,0.9108900882091507
100170,0.9108900882091507
100171,0.9108900882091507
100172,0.9108900882091507
100173,0.9108900882091507
100174,0.9108900882091507
100175,0.9108900882091507
100176,0.22764838512257848
100177,0.9108900882091507
100178,0.9108900882091507
100179,0.9108900882091507
100180,0.13689319111909928
100181,0.9108900882091507
100182,0.9108900882091507
100183,0.9108900882091507
100184,0.22764838512257848
100185,0.13689319111909928
100186,0.13689319111909928
100187,0.9108900882091507
100188,0.9108900882091507
100189,0.741562198108865
100190,0.13689319111909928
100191,0.9108900882091507
