id,prob
100001,0.6818605988820756
100002,0.714203401125353
100003,0.7238042979062869
100004,0.646336522904281
100005,0.7252494698671367
100006,0.641576888928484
100007,0.711128852913736
100008,0.7215195863912324
100009,0.7117585075399603
100010,0.7251196659005581
100011,0.6528002697038553
100012,0.6968533916288707
100013,0.6627150245139856
100014,0.6711035585890605
100015,0.712907840798666
100016,0.7250729421839505
100017,0.644500257456959
100018,0.7160909376164093
100019,0.7105630587147888
100020,0.712125356728534
100021,0.7105630587147888
100022,0.7215195863912324
100023,0.7092989880057067
100024,0.7251088974908828
100025,0.674439825335167
100026,0.7150610751235577
100027,0.723209668458616
100028,0.7249622770469071
100029,0.6960804205012601
100030,0.6598338960155927
100031,0.7216329964003442
100032,0.6966143092191749
100033,0.713383790351107
100034,0.7248471368226559
100035,0.6647117927062528
100036,0.7258124589664199
100037,0.7073789185378869
100038,0.6617566264209414
100039,0.7251508205759172
100040,0.6592222811459029
100041,0.7143353491284158
100042,0.7240136846976922
100043,0.7177198368631218
100044,0.6904691821166671
100045,0.668590209129287
100046,0.6761499448793938
100047,0.7105836873408513
100048,0.6958255355015103
100049,0.7252438279066987
100050,0.6782209024523685
100051,0.7258124589664199
100052,0.6407246621067528
100053,0.663965275886554
100054,0.6709457382156874
100055,0.7241156802831044
100056,0.7201077916399675
100057,0.6765128056959938
100058,0.6863183714479201
100059,0.6607102543669138
100060,0.7253773510149263
100061,0.708985833984456
100062,0.6893150176015983
100063,0.7237551232659617
100064,0.7258124589664199
100065,0.7258124589664199
100066,0.6408275841055242
100067,0.6424424399862062
100068,0.7250063750189263
100069,0.723943150123644
100070,0.6901123860380711
100071,0.6798832004512149
100072,0.6953771330782655
100073,0.7258124589664199
100074,0.7171359448197814
100075,0.7168260026336561
100076,0.7147729113711991
100077,0.7236518024947431
100078,0.7123718816855952
100079,0.7258124589664199
100080,0.725341772606979
100081,0.6787048332502237
100082,0.6995082261189747
100083,0.7252953439013134
100084,0.6405721923453601
100085,0.6810800104548641
100086,0.6455878111140789
100087,0.6453612683606041
100088,0.7111081067389444
100089,0.6402863025625731
100090,0.7157627666338339
100091,0.6974831434157985
100092,0.6710126217027406
100093,0.6689205534263332
100094,0.7220339159190985
100095,0.7206616257643805
100096,0.7253800477127305
100097,0.6734552605538155
100098,0.7182639888516745
100099,0.6981674513455965
100100,0.6782474419209652
100101,0.7033863313396294
100102,0.7247672064381551
100103,0.7216329964003442
100104,0.7140068988287599
100105,0.6996030580306644
100106,0.63917958793716
100107,0.7178451529267597
100108,0.7229506155389627
100109,0.7208609083782347
100110,0.6423302744768579
100111,0.7138061668735325
100112,0.7139625495673141
100113,0.7044076551527862
100114,0.6808861256767512
100115,0.6417914120223458
100116,0.705609965577283
100117,0.7247332378116963
100118,0.6982184596973899
100119,0.7252494698671367
100120,0.7258124589664199
100121,0.719216191110682
100122,0.7254128797895412
100123,0.7171000736812827
100124,0.6530181727310913
100125,0.7253800477127305
100126,0.7258124589664199
100127,0.6770636379713151
100128,0.7253800477127305
100129,0.7167343522083301
100130,0.6480527320312309
100131,0.7258124589664199
100132,0.7177160936245034
100133,0.7244310043862837
100134,0.7192115747377952
100135,0.6912018148235399
100136,0.7185334220630979
100137,0.7177236232917639
100138,0.6409016267473124
100139,0.718671064525394
100140,0.7258124589664199
100141,0.7258124589664199
100142,0.7031728433883018
100143,0.7207679993018079
100144,0.6924665564293817
100145,0.6844358437866673
100146,0.7258124589664199
100147,0.6945597653734735
100148,0.7211243678971533
100149,0.7240062690766821
100150,0.7123449567586663
100151,0.7258124589664199
100152,0.7141886853343131
100153,0.7243958292585277
100154,0.7258124589664199
100155,0.6498706813502355
100156,0.674561990188404
100157,0.6405616348682658
100158,0.6996030580306644
100159,0.6870068508768099
100160,0.6885032892040784
100161,0.6956190909749882
100162,0.7097062806076684
100163,0.7107356119582243
100164,0.7258124589664199
100165,0.7159918060307708
100166,0.7147615512615085
100167,0.6650726181640256
100168,0.7027587729315525
100169,0.7252346677407006
100170,0.7102559425557325
100171,0.7127447806874774
100172,0.7028529743365227
100173,0.6766304224184048
100174,0.7089269912872569
100175,0.7258124589664199
100176,0.6609693268333464
100177,0.7111534540759191
100178,0.6824570501190454
100179,0.7140093853303786
100180,0.6468836476803033
100181,0.7256825515699764
100182,0.7249675460163644
100183,0.7225006049209046
100184,0.6539004926396974
100185,0.6431273261154606
100186,0.6422466248549598
100187,0.7139444304767543
100188,0.7258124589664199
100189,0.711434303593008
100190,0.6604749729993661
100191,0.687268549715893
100192,0.7252949699374109
100193,0.6970155700374241
100194,0.7231044761771448
100195,0.7179857385742959
100196,0.670323599308353
100197,0.7218355500783249
100198,0.7140584580047532
100199,0.7050262031014649
100200,0.6656232022939805
100201,0.6631405910320233
100202,0.7197501863115103
100203,0.7170014541012124
100204,0.6610471835275822
100205,0.6509477219893398
100206,0.7216329964003442
100207,0.6999340680386714
100208,0.7258124589664199
100209,0.6593850364381231
100210,0.7252937492541955
100211,0.7077312628667305
100212,0.6540162801438331
100213,0.7204484352755602
100214,0.6548481746580053
100215,0.7252949699374109
100216,0.6774115745395122
100217,0.6601878390637779
100218,0.6403432630809073
100219,0.7116507474295518
100220,0.7070250672832
100221,0.7258124589664199
100222,0.6445375122362096
100223,0.7010873596098648
100224,0.6939629424529057
100225,0.7252346677407006
100226,0.7054101409004544
100227,0.6403990412565652
100228,0.725356289204126
100229,0.6416766215899523
100230,0.649810935888185
100231,0.6813966381400041
100232,0.7258124589664199
100233,0.63917958793716
100234,0.666086187136953
100235,0.6957792589679404
100236,0.6963848751351538
100237,0.7038830574117177
100238,0.6670498465316013
100239,0.7243636227914325
100240,0.6783960249789318
100241,0.6787616664994731
100242,0.6714179009167334
100243,0.6855300622617857
100244,0.6451826729995569
100245,0.6897502075813237
100246,0.6841371974959615
100247,0.7130692300255431
