id,prob
100001,0.9402308245106004
100002,0.9981850396281303
100003,0.9993540249135947
100004,0.600280303743589
100005,0.99991160641803
100006,0.4122530771702211
100007,0.9946021753556493
100008,0.9999965157524864
100009,0.9996913677722421
100010,0.9999120704097993
100011,0.20918057029326834
100012,0.9806709906327693
100013,0.6381155611280039
100014,0.9731081491128687
100015,0.9962972385667067
100016,0.9985385857140603
100017,0.22891057674914284
100018,0.9859914055933032
100019,0.7512214432103707
100020,0.9944536901601032
100021,0.7688613032256895
100022,0.9997514492723576
100023,0.9755996252443114
100024,0.9997556585579708
100025,0.4761067927289256
100026,0.9935384243026004
100027,0.9992909092401498
100028,0.9993532028963386
100029,0.9808101393062137
100030,0.9377313492083774
100031,0.9930024404257578
100032,0.9678057880338635
100033,0.9900587842995405
100034,0.9999249424106453
100035,0.9890101008180492
100036,0.9999941430499077
100037,0.9986053178465749
100038,0.7100446429183401
100039,0.9932740816993413
100040,0.792288619314883
100041,0.9643348398469976
100042,0.9983224117888542
100043,0.999521930540876
100044,0.7704174729092937
100045,0.5307790653440532
100046,0.9864998476344651
100047,0.9872275395178536
100048,0.6525563723795459
100049,0.9923392989095337
100050,0.7751376016496917
100051,0.9999983906312596
100052,0.26936282472642603
100053,0.7951538566340453
100054,0.9801753505628992
100055,0.9993453576165868
100056,0.9993850316322882
100057,0.9801103506777512
100058,0.8813674482336532
100059,0.6431763668672169
100060,0.9999980288172623
100061,0.880608640167388
100062,0.8903745229239377
100063,0.9999021886927348
100064,0.9995776527867392
100065,0.9998795941145717
100066,0.8171253430740343
100067,0.2675204829224609
100068,0.9952719917567597
100069,0.999980208534763
100070,0.9708327157366681
100071,0.9938934814406485
100072,0.11162850374449436
100073,0.9973620259510659
100074,0.9992154071417207
100075,0.9996855547696516
100076,0.996309531368148
100077,0.9974308526346175
100078,0.9780369639066601
100079,0.9999754001677046
100080,0.9981367771655917
100081,0.6867919607616507
100082,0.9349589661276163
100083,0.9999950187501186
100084,0.045966497175089986
100085,0.9296943450979034
100086,0.09289441948010395
100087,0.1699201055552831
100088,0.996106929278153
100089,0.26443132361690835
100090,0.9997619840562068
100091,0.9775244280029303
100092,0.9381544902435934
100093,0.40081714341643926
100094,0.9999046180531441
100095,0.9944704649302478
100096,0.9963253168321395
100097,0.911669914226351
100098,0.9999381613415744
100099,0.8641076699601635
100100,0.8062941193955586
100101,0.9397305288692763
100102,0.9996412793080744
100103,0.9884583294516546
100104,0.9860872002461832
100105,0.9929155716263853
100106,0.07399332630860093
100107,0.9932501255624014
100108,0.9995309601368582
100109,0.9044412005998087
100110,0.048849889002149934
100111,0.9910517183070382
100112,0.9985918127360447
100113,0.9510062377942328
